codmun,pharmacy,hospital,police,school,bank,embassy,tower,commercial,industrial,government,supermarket,park,primary,secondary,unpaved,paved
21211,0,0,0,0,0,0,18,0,0,0,0,0,2,2,1,0
21212,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
21215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21199,0,0,0,3,0,0,12,0,0,0,0,0,1,0,12,3
21205,0,0,0,0,0,0,91,0,0,0,0,0,1,0,0,0
21177,0,0,0,0,0,0,34,0,0,0,0,0,1,1,0,0
21111,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,10
21051,0,0,0,0,0,0,38,0,0,0,0,0,0,6,1,0
21020,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0
21004,0,null,0,0,0,0,140,0,0,0,0,0,9,9,0,1
21013,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0
21035,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
21115,0,0,0,1,0,0,136,0,0,0,0,0,0,18,250,75
21154,0,0,0,5,0,0,161,0,0,0,0,0,6,8,0,0
21194,0,0,0,0,0,0,187,0,0,0,0,0,1,17,18,11
21001,2,1,0,2,0,0,82,0,0,0,0,0,16,0,333,4
21065,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,33
21129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21161,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
21214,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
21034,0,0,0,1,0,0,129,0,0,0,0,0,0,4,1,0
21060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21153,0,0,0,0,0,0,280,0,0,0,0,0,0,13,17,1
21189,0,0,0,0,0,0,72,0,0,0,0,0,0,9,0,0
21163,1,0,0,0,0,0,12,0,0,0,0,0,1,0,173,0
21003,0,2,0,1,0,0,0,0,0,0,0,0,9,5,0,0
21019,1,1,0,0,0,0,241,0,0,0,0,1,55,69,35,15
21110,0,0,0,0,0,0,168,0,0,0,0,0,5,4,0,0
21117,0,0,1,3,1,0,0,0,0,0,0,0,1,0,25,0
21005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
21008,0,0,1,0,0,0,27,0,0,0,0,0,1,0,2,0
21016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21025,0,0,0,0,0,0,45,0,0,0,0,0,0,5,0,5
21030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21032,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21038,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
21040,0,0,0,0,0,0,129,0,0,0,0,0,1,17,4,0
21042,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1
21043,0,1,0,10,0,0,0,0,0,0,0,0,0,8,9,2
21050,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
21052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21057,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
21058,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,23
21061,0,0,0,0,0,0,45,0,0,0,0,0,0,1,1,0
21068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21071,1,3,2,15,6,0,102,0,0,0,0,0,15,13,1,1
21074,0,0,0,0,0,0,91,0,0,0,0,0,31,22,3,0
21075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5
21080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21084,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21087,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21091,0,0,0,0,0,0,9,0,0,0,0,0,1,7,0,3
21096,0,0,0,0,0,0,19,0,0,0,0,0,1,1,2,0
21099,0,0,0,0,0,0,111,0,0,0,0,0,1,4,0,0
21101,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
21105,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0
21107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21118,0,0,0,0,0,0,53,0,0,0,0,0,1,0,0,1
21120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21125,0,0,0,0,0,0,11,0,0,0,0,0,2,5,0,1
21139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21124,0,0,0,4,0,0,0,0,0,0,0,5,3,1,0,0
21133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21134,0,0,0,0,0,0,29,0,0,0,0,0,1,9,0,4
21137,0,0,0,0,0,0,34,0,0,0,0,0,0,1,109,0
21145,0,0,0,0,0,0,36,0,0,0,0,0,0,1,1,0
21148,0,0,0,0,0,0,35,0,0,0,0,0,7,1,0,0
21151,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
21160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21168,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
21171,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0
21176,0,0,0,0,0,0,0,0,0,0,0,0,5,1,13,0
21178,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21179,0,0,0,0,0,0,0,0,0,0,0,0,0,37,202,2
21183,0,0,0,0,0,0,90,0,0,0,0,0,0,2,0,3
21186,2,2,0,0,0,0,82,0,0,0,0,0,5,2,2,3
21188,0,0,0,0,0,0,53,0,0,0,0,0,0,3,32,24
21193,0,0,0,0,0,0,54,0,0,0,0,0,0,8,0,0
21200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21203,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0
21204,0,0,0,0,0,0,3,0,0,0,0,0,2,0,4,0
21206,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
21209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
21210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
21213,0,0,0,0,0,0,56,0,0,0,0,0,0,4,2,2
21164,3,1,0,5,1,0,107,0,0,0,0,1,14,31,61,8
21144,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0
21085,0,1,0,1,0,0,102,0,0,0,0,11,26,3,110,3
21064,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
21102,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
21047,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0
21015,1,1,0,6,1,0,119,0,0,0,0,1,19,25,137,5
21106,0,0,0,3,0,0,78,0,0,0,0,1,1,55,0,0
21010,0,1,0,2,1,0,0,0,0,0,0,7,0,6,0,0
21090,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
21079,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0
21217,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,0
21132,2,3,0,9,8,0,275,0,0,0,0,5,53,10,12,7
21048,0,1,0,3,0,0,0,0,0,0,0,0,0,6,0,0
21114,69,20,1,239,68,0,779,0,0,0,0,2,675,443,159,188
21119,4,1,0,5,13,0,126,0,0,0,0,0,81,89,38,23
22017,1,0,0,0,0,0,7,0,0,0,0,1,15,17,3,2
22003,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
22016,3,3,2,8,1,0,268,0,0,0,0,13,84,94,2,24
22008,3,0,0,2,0,0,73,0,0,0,0,1,0,15,0,3
22009,1,1,1,2,0,0,0,0,0,0,0,0,12,1,0,3
22012,0,0,0,0,0,0,142,0,0,0,0,2,0,5,0,22
22006,19,2,2,10,2,0,128,0,0,0,0,1,0,121,0,45
22010,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1
22002,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
22004,0,0,0,1,1,0,46,0,0,0,0,1,6,9,2,5
22001,0,0,0,0,0,0,0,0,0,0,0,0,12,25,7,0
22015,0,0,0,0,0,0,26,0,0,0,0,0,0,3,0,0
22013,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0
22018,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0
22005,0,0,0,1,0,0,70,0,0,0,0,1,0,59,0,0
22007,0,0,0,0,0,0,19,0,0,0,0,0,6,23,0,6
22011,3,2,3,15,0,0,103,0,0,0,0,1,40,119,24,32
22014,120,18,9,52,46,0,262,0,2,0,0,2,209,878,32,806
23001,1,1,0,2,4,0,8,0,0,0,0,0,2,7,23,8
23002,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23003,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23004,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23005,28,8,5,12,19,2,716,0,0,0,0,7,108,294,33,293
23006,0,0,0,0,0,0,186,0,0,0,0,0,15,0,1,0
23007,1,1,0,0,0,0,8,0,0,0,0,1,0,6,0,0
23008,19,4,6,3,16,0,167,0,0,0,0,0,8,94,2,16
23009,0,0,0,0,1,0,55,0,0,0,0,0,6,10,16,4
23010,4,2,0,2,1,0,206,0,0,0,0,0,13,17,3,0
24058,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0
24057,0,0,0,0,0,0,15,0,0,0,0,0,2,5,0,0
24056,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
24055,0,2,0,0,0,0,108,0,0,0,0,1,3,2,0,7
24054,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
24053,1,1,0,0,1,0,0,0,0,0,0,0,7,1,7,0
24052,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
24040,0,0,0,0,0,0,259,0,0,0,0,0,12,0,1,0
24038,0,0,0,0,0,0,42,0,0,0,0,0,0,5,0,1
24047,0,0,0,0,0,0,118,0,0,0,0,0,3,0,0,1
24046,0,0,0,0,0,0,125,0,0,0,0,0,6,1,0,0
24041,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
24037,0,0,0,0,0,0,23,0,0,0,0,0,16,1,0,13
24045,0,0,0,0,0,0,54,0,0,0,0,0,12,0,1,0
24044,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,4
24051,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4
24043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24039,0,0,0,0,0,0,33,0,0,0,0,0,0,6,0,0
24050,0,0,0,0,0,0,264,0,0,0,0,0,30,54,2,1
24049,0,0,0,0,0,0,95,0,0,0,0,0,0,5,0,0
24048,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4
24042,1,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0
24021,0,0,0,0,0,0,76,0,0,0,0,0,3,13,15,8
24020,5,2,0,0,8,0,103,1,0,0,0,0,20,10,9,7
24035,0,1,0,3,2,0,70,0,0,0,0,1,19,16,2,3
24033,0,0,0,0,0,0,43,0,0,0,0,0,0,4,4,0
24019,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0
24018,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0
24003,0,0,1,3,0,0,19,0,0,0,0,0,3,2,11,3
24034,0,0,0,0,0,0,48,0,0,0,0,0,4,2,0,0
24017,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,1
24016,1,1,1,1,2,0,100,0,1,0,0,0,0,4,71,2
24032,3,0,1,3,3,0,88,0,0,0,0,1,0,16,26,28
24015,0,0,0,0,0,0,117,0,0,0,0,0,15,6,1,0
24014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24030,0,0,0,0,0,0,14,0,0,0,0,0,5,0,1,7
24013,8,0,1,4,2,0,77,0,0,0,0,3,79,11,185,15
24012,0,0,1,1,1,0,0,0,0,0,0,0,2,4,1,0
24011,0,0,0,1,0,0,51,0,0,0,0,0,10,9,22,14
24010,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1
24009,0,0,0,0,0,0,19,0,0,0,0,0,0,6,1,0
24029,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
24008,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0
24007,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4
24006,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
24028,8,6,1,28,24,0,577,0,0,0,0,0,66,187,27,120
24005,0,0,0,0,0,0,0,0,0,0,0,0,1,6,46,1
24004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
24027,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2
24026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24025,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
24024,5,1,0,0,7,0,98,0,0,0,0,0,16,6,69,22
24002,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
24001,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2
24023,0,0,0,0,0,0,65,0,0,0,0,0,20,5,21,3
24022,0,0,0,0,0,0,114,0,0,0,0,0,10,2,14,0
24036,1,1,0,1,0,0,46,0,0,0,0,0,4,19,13,2
25017,0,0,0,2,0,0,365,0,0,0,0,0,11,26,287,22
25012,0,0,1,1,0,0,519,0,0,0,0,1,116,19,0,13
25001,12,4,2,20,9,0,700,0,0,0,0,1,135,111,1574,308
25010,0,1,0,1,0,0,637,0,0,0,0,0,0,74,213,100
25011,6,1,0,5,3,0,484,0,0,0,0,1,6,35,171,8
25003,0,0,0,0,0,0,0,0,0,0,0,0,25,9,36,1
25004,1,0,0,0,0,0,299,0,0,0,0,0,24,1,0,0
25013,0,0,0,0,0,0,413,0,0,0,0,1,44,69,81,0
25014,0,1,0,0,1,0,146,0,0,0,0,0,7,28,1,0
25005,0,0,0,0,0,0,49,0,0,0,0,0,0,0,12,0
25007,0,0,0,0,0,0,41,0,0,0,0,0,0,15,45,25
25015,0,0,0,0,0,0,540,0,0,0,0,1,103,70,467,158
25016,0,0,0,0,0,0,376,0,0,0,0,0,1,0,0,0
25018,0,3,0,12,3,0,124,0,0,0,0,1,29,29,15,0
25008,1,0,1,2,0,0,242,0,0,0,0,0,0,11,4,0
25006,34,8,5,23,11,0,1158,1,0,0,0,7,216,317,385,154
25009,0,1,0,1,1,0,210,0,0,0,0,0,16,0,10,1
25002,1,0,1,0,0,0,0,0,0,0,0,0,0,106,58,8
26072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
26071,0,0,0,0,0,0,0,0,0,0,0,0,0,42,234,33
26045,0,0,0,0,0,0,95,0,0,0,0,0,0,1,29,0
26044,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
26043,2,1,0,1,2,0,30,0,0,0,0,1,31,40,7,8
26041,0,0,0,0,0,0,311,0,0,0,0,0,4,9,1,5
26039,0,0,0,0,0,0,0,0,0,0,0,0,25,15,3,0
26070,3,0,0,0,0,0,0,0,0,0,0,0,22,3,6,2
26067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
26066,0,0,0,0,0,0,126,0,0,0,0,0,36,10,75,10
26065,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,0
26040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26038,1,1,0,1,0,0,76,0,0,0,0,0,23,6,2,4
26037,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0
26069,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0
26063,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
26036,0,0,0,0,0,0,180,0,0,0,0,0,14,33,1,0
26035,0,0,0,0,0,0,359,0,0,0,0,0,16,12,1,0
26034,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
26031,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
26064,0,0,0,0,0,0,220,0,0,0,0,0,0,3,7,0
26062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
26068,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
26028,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26027,0,0,0,0,0,0,127,0,0,0,0,0,11,0,0,1
26061,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
26060,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0,0
26059,0,0,0,0,0,0,8,0,0,0,0,0,1,29,3,0
26025,1,0,0,7,0,0,169,0,0,0,0,0,15,30,38,119
26058,0,0,0,0,0,0,241,0,0,0,0,0,0,4,12,2
26057,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
26026,0,0,0,0,0,0,0,0,0,0,0,0,0,67,214,79
26024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26023,0,0,0,0,0,0,108,0,0,0,0,0,9,0,7,0
26022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,0
26056,0,0,0,0,0,0,61,0,0,0,0,0,1,2,3,0
26054,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
26053,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
26052,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0
26042,1,1,0,2,1,0,738,0,2,0,0,0,11,106,1428,679
26021,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0
26020,0,0,0,0,0,0,109,0,0,0,0,0,2,0,0,1
26019,0,0,0,0,0,0,116,0,0,0,0,0,50,19,17,0
26014,0,0,0,0,0,0,40,0,0,0,0,0,3,5,0,2
26012,0,0,0,0,0,0,132,0,0,0,0,0,10,3,4,26
26051,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2
26033,0,1,1,4,0,0,301,0,0,0,0,2,0,54,385,74
26018,3,3,3,10,2,0,415,0,1,0,1,0,52,146,177,1214
26016,1,0,0,0,0,0,68,0,0,0,0,0,0,0,1,0
26032,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12
26015,0,0,0,0,0,0,33,0,0,0,0,0,0,7,2,7
26055,14,3,0,8,0,0,164,0,0,0,0,0,58,91,14,15
26029,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
26030,20,9,5,26,27,0,1742,2,1,0,0,2,121,110,166,267
26013,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4
26011,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
26010,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
26009,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0
26048,9,2,0,4,1,0,254,0,0,0,0,0,28,7,43,28
26008,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
26007,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
26006,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,0
26005,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
26001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3
26017,0,0,0,0,0,0,531,0,0,0,0,0,55,24,51,3
26050,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
26049,0,0,0,0,0,0,0,0,0,0,0,0,0,10,66,37
26004,0,0,0,0,0,0,45,0,0,0,0,0,0,14,2,3
26003,0,0,0,0,1,0,218,0,0,0,0,0,9,16,250,18
26047,0,0,0,0,0,0,643,0,0,0,0,0,3,13,5,3
26046,0,0,0,0,0,0,57,0,0,0,0,0,0,5,0,0
26002,0,0,0,0,0,0,54,0,0,0,0,0,15,2,27,0
27001,0,0,2,0,3,0,0,0,0,0,0,0,0,52,4,0
27002,0,0,0,1,0,0,32,0,0,0,0,0,28,7,7,0
27003,3,5,1,2,4,0,0,0,0,0,0,2,4,1,0,0
27004,7,6,3,19,16,0,336,0,2,0,0,8,126,173,1,13
27005,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0
27006,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,0
27007,6,0,2,5,1,1,6,0,0,0,0,0,13,22,0,9
27008,0,0,0,0,0,0,163,0,0,0,0,0,18,4,21,0
27009,0,0,1,2,1,0,100,0,0,0,0,0,0,7,0,2
27010,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
27011,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,54
27012,0,1,0,4,1,0,182,0,0,0,0,0,0,8,4,1
27013,2,0,3,2,0,0,26,0,0,0,0,0,4,35,1,1
27014,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0
27015,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
27016,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
27017,0,0,0,0,0,0,0,0,0,0,0,0,14,9,24,0
29033,10,2,2,5,8,0,14,0,0,0,0,0,36,31,2,0
29010,0,5,0,0,4,0,50,0,0,0,0,0,13,38,0,0
29014,0,1,0,0,0,0,45,0,0,0,0,0,13,7,0,2
29034,0,3,0,2,0,0,233,0,0,0,0,0,11,35,23,0
29035,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0
29002,0,2,0,0,2,0,27,0,0,0,0,0,10,10,0,0
29015,0,4,0,0,0,0,62,0,0,0,0,0,13,33,0,0
29016,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
29019,0,0,0,0,0,0,32,0,0,0,0,0,13,2,0,0
29024,0,2,0,0,0,0,20,0,0,0,0,0,1,20,0,0
29036,0,1,0,1,0,0,19,0,0,0,0,2,12,7,0,0
29037,0,0,0,0,0,0,0,0,0,0,0,0,11,0,67,0
29003,0,0,0,0,0,0,39,0,0,0,0,0,3,15,12,0
29017,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
29038,0,0,0,1,0,0,44,0,0,0,0,0,8,8,1,0
29004,0,0,0,0,0,0,84,0,0,0,0,1,0,32,0,0
29018,0,0,0,0,0,0,5,0,0,0,0,0,2,7,0,0
29028,0,0,0,1,0,0,18,0,0,0,0,0,0,10,0,0
29039,0,0,0,0,0,0,31,0,0,0,0,0,1,10,2,0
29040,0,0,0,0,0,0,11,0,0,0,0,0,0,8,0,0
29005,2,3,0,1,6,0,25,0,0,0,0,0,29,31,2,0
29021,0,0,0,0,0,0,27,0,0,0,0,0,8,3,1,0
29006,0,1,0,1,0,0,248,0,0,0,0,0,18,5,0,0
29022,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0
29030,0,0,0,0,0,0,35,0,0,0,0,0,10,17,0,0
29047,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0
29048,0,0,0,0,0,0,31,0,0,0,0,0,0,4,0,0
29007,0,1,0,0,0,0,0,0,0,0,0,0,3,1,4,2
29023,0,0,0,0,0,0,69,0,0,0,0,0,11,12,0,1
29025,1,0,0,0,0,0,54,0,0,0,0,0,1,3,1,0
29031,0,0,0,0,0,0,227,0,0,0,0,0,14,13,0,0
29059,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0
29060,0,1,0,0,0,0,18,0,0,0,0,0,3,0,0,0
29008,0,0,0,0,0,0,5,0,0,0,0,0,4,9,0,0
29041,0,0,0,0,0,0,32,0,0,0,0,0,5,12,0,0
29042,1,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0
29009,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0,0
29026,0,0,0,0,0,0,9,0,0,0,0,1,5,19,1,0
29027,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
29049,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0
29051,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
29053,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
29054,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0
29050,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0
29011,0,0,0,0,0,0,17,0,0,0,0,0,0,13,2,0
29029,0,0,0,0,0,0,10,0,0,0,0,0,0,12,1,0
29043,0,0,0,0,0,0,81,0,0,0,0,0,0,30,0,1
29044,0,4,0,0,0,0,3,0,0,0,0,0,14,10,2,0
29052,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0
29055,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
29012,0,0,0,0,0,0,38,0,0,0,0,0,0,9,0,0
29056,0,0,0,1,0,0,15,0,0,0,0,0,4,3,0,0
29057,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
29058,0,0,0,0,0,0,46,0,0,0,0,0,3,1,0,0
29032,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0
29045,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0
29046,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
29013,3,2,3,2,4,0,116,1,0,0,0,0,32,27,18,0
29020,0,2,0,0,0,0,98,0,0,0,0,0,3,4,0,0
29001,0,0,0,0,0,0,1,0,0,0,0,0,4,16,0,0
28001,0,0,0,0,0,0,0,0,0,0,0,0,9,10,2,0
28002,4,1,1,2,2,0,0,0,0,0,0,0,6,26,0,0
28003,3,4,0,5,0,0,597,0,0,0,0,3,15,29,4,6
28004,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
28005,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0
28006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
28007,0,0,0,0,0,0,101,0,0,0,0,0,19,13,32,0
28008,0,0,0,0,0,0,85,0,0,0,0,0,10,5,1,1
28009,6,1,2,5,0,0,0,0,0,0,0,3,33,43,6,5
28010,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
28011,0,0,0,1,0,0,0,0,0,0,0,1,6,7,9,1
28012,1,3,0,3,2,0,343,0,0,0,0,0,24,10,65,0
28013,0,0,0,1,0,0,158,0,0,0,0,0,15,10,8,0
28014,0,0,0,0,0,0,92,0,0,0,0,0,3,0,4,0
28015,0,0,0,0,0,0,61,0,0,0,0,0,1,5,39,0
28016,0,0,0,0,0,0,115,0,0,0,0,0,0,3,11,0
28017,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,2
28018,0,0,0,0,0,0,0,0,0,0,0,0,8,5,19,0
28019,0,0,0,0,0,0,194,0,0,0,0,0,30,14,13,0
28020,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0
28021,0,2,0,0,4,0,0,0,0,0,0,0,23,7,51,51
28022,13,7,1,8,11,0,515,0,0,0,0,4,76,86,489,20
28023,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0
28024,0,0,0,0,0,0,108,0,0,0,0,0,26,4,2,1
28025,0,0,0,0,0,0,8,0,0,0,0,0,2,5,21,1
28026,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0
28027,6,5,0,1,1,0,481,0,0,0,0,1,76,24,16,14
28028,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
28029,2,2,1,0,0,0,0,0,0,0,0,0,9,4,64,4
28030,0,0,0,0,0,0,31,0,0,0,0,0,0,6,4,7
28031,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1
28032,9,4,0,2,5,0,608,0,0,0,0,9,49,90,338,8
28033,0,0,0,0,2,0,244,0,0,0,0,5,44,25,319,0
28034,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0
28035,3,1,1,3,2,0,1,0,0,0,0,0,10,26,44,1
28036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
28037,1,1,0,1,1,0,0,0,0,0,0,0,12,4,27,0
28038,5,12,2,9,7,0,59,0,0,0,0,4,39,89,6,6
28039,1,0,0,1,0,0,0,0,0,0,0,0,2,7,21,1
