codmun,pharmacy,hospital,police,school,bank,embassy,tower,commercial,industrial,government,supermarket,park,primary,secondary,unpaved,paved
20284,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
20285,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0
20286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20289,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20290,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
20291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20293,0,0,1,0,0,0,4,0,0,0,0,0,2,2,0,0
20294,0,0,0,2,0,0,10,0,0,0,0,0,12,4,0,1
20295,0,0,0,0,0,0,13,0,0,0,0,0,1,5,2,0
20296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20298,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,2
20299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20300,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
20301,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1
20302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20306,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
20307,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,1
20308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
20309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20310,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
20311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20312,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
20313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20314,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
20315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
20316,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
20317,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
20318,1,0,0,6,3,0,0,0,0,0,0,0,19,0,1,2
20319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20320,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
20321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20324,7,0,0,1,3,0,0,0,0,0,0,1,6,6,1,0
20325,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
20326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20327,0,0,0,2,0,0,0,0,0,0,0,0,8,0,84,0
20328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20330,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
20331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20333,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0
20334,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0
20335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20336,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
20337,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
20338,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6
20339,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20340,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20342,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
20343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20345,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0
20346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20348,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
20349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20350,2,0,0,1,0,0,10,0,0,0,0,0,11,2,1,0
20351,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20355,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
20356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
20357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
20359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20360,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
20361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20362,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
20363,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,1
20364,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
20365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0
20366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20368,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
20369,0,0,0,0,0,0,11,0,0,0,0,0,1,1,0,0
20370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20374,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
20375,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0
20376,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20378,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
20379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20381,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
20382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20385,3,0,0,3,0,0,0,0,0,0,0,6,0,30,6,3
20386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20387,0,0,0,0,0,0,15,0,0,0,0,0,1,0,3,2
20388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20389,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
20390,2,0,0,1,1,0,5,0,0,0,0,0,21,13,37,1
20391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
20394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20396,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
20397,0,0,0,0,0,0,0,0,0,0,0,0,21,5,1,0
20398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
20399,0,0,0,1,0,0,21,0,0,0,0,0,0,2,5,4
20400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20401,0,0,0,1,0,0,0,0,0,0,0,0,27,0,1,1
20402,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20403,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0
20404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20407,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
20408,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20409,0,0,0,1,0,0,20,0,0,0,0,0,8,1,8,0
20410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20412,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
20413,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,2
20414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20418,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20419,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20422,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
20423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20427,0,0,0,0,0,0,18,0,0,0,0,0,3,0,5,0
20428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
20429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20431,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
20432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20434,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
20435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
20436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20437,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
20438,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
20439,2,0,0,2,0,0,0,0,0,0,0,0,42,1,4,3
20440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20446,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
20447,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,3
20448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20449,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0
20450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20452,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
20453,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0
20454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20455,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20456,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
20457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20458,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
20459,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
20460,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
20461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20462,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20467,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
20468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20469,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
20470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20472,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
20473,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20475,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20476,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20478,0,0,0,0,0,0,58,0,0,0,0,0,1,0,0,0
20479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20480,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
20481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20482,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0
20483,0,0,0,0,0,0,30,0,0,0,0,0,1,1,0,0
20484,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
20485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20487,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
20488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20493,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20497,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
20498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20499,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20502,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
20503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20505,0,0,0,0,0,0,71,0,0,0,0,0,14,0,0,0
20506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20515,0,2,2,1,0,0,120,0,0,0,0,0,50,0,69,8
20516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20519,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1
20520,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
20521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20523,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20525,0,0,0,0,0,0,0,0,0,0,0,2,10,0,29,0
20526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20527,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
20528,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
20529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20530,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20531,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
20532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20533,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0
20534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20537,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
20538,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
20539,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
20540,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
20542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20543,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
20544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20545,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
20546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2
20547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20549,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
20551,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20553,0,0,0,0,3,0,11,0,0,0,0,0,8,7,5,0
20554,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
20555,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0
20556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20557,0,0,0,1,0,0,26,0,0,0,0,0,0,5,1,0
20558,0,0,0,0,0,0,33,0,0,0,0,0,3,0,0,0
20559,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
20560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
20564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20565,0,0,0,2,0,0,17,0,0,0,0,0,9,9,8,1
20566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20568,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20569,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20570,0,0,0,0,0,0,21,0,0,0,0,1,2,16,18,1
21027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21073,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
21088,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
21155,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
21216,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
21002,0,0,0,1,0,0,0,0,0,0,0,0,0,6,16,6
21007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
21009,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
21011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0
21014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21017,0,1,0,5,0,0,14,0,0,0,0,0,3,0,1,1
21022,0,0,0,0,0,0,40,0,0,0,0,0,0,7,16,2
21023,0,0,0,1,0,0,56,0,0,0,0,0,0,1,1,0
21024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21026,0,0,0,2,0,0,32,0,0,0,0,0,0,2,0,0
21028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
21029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21031,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
21033,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
21036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21037,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
21039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21041,1,0,0,7,0,0,224,0,0,0,0,0,0,4,2,2
21044,1,0,0,0,0,0,28,0,0,0,0,0,1,1,0,0
21045,0,0,0,0,0,0,0,0,0,0,0,1,4,16,13,0
21046,0,0,0,0,0,0,52,0,0,0,0,0,2,1,0,0
21049,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,1
21053,0,2,1,2,0,0,192,0,0,0,0,0,15,6,19,2
21054,0,0,0,0,0,0,10,0,0,0,0,0,3,0,200,63
21055,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
21056,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21059,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
21062,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
21063,0,0,0,0,0,0,82,0,0,0,0,0,3,5,5,3
21066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21067,1,0,0,0,0,0,0,0,0,0,0,0,0,50,24,19
21069,0,0,0,2,0,0,69,0,0,0,0,0,3,9,1,1
21070,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
21076,0,0,0,0,0,0,70,0,0,0,0,0,2,11,40,19
21077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21081,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
21082,0,1,0,4,0,0,0,0,0,0,0,0,0,7,0,0
21083,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3
21086,0,0,0,0,0,0,98,0,0,0,0,0,2,0,2,0
21089,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
21092,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
21093,0,0,0,0,0,0,0,0,0,0,0,0,0,6,78,2
21094,12,8,4,7,3,0,44,0,0,0,0,1,17,3,40,11
21095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21097,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
21098,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
21100,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
21103,0,0,0,0,0,0,58,0,0,0,0,0,3,1,1,0
21104,0,0,0,1,0,0,0,0,0,0,0,0,14,19,225,1
21108,2,1,0,1,0,0,41,0,1,0,0,0,30,8,50,1
21109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21112,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
21116,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41
21121,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2
21122,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
21123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21126,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
21127,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
21128,0,1,1,0,0,0,38,0,0,0,0,0,28,0,72,0
21130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0
21131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21136,0,0,0,0,0,0,62,0,0,0,0,0,0,2,0,2
21138,0,0,0,1,0,0,52,0,0,0,0,0,0,1,0,0
21140,15,1,0,2,4,0,71,0,0,0,0,0,11,11,20,10
21141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21142,0,0,0,0,1,0,81,0,0,0,0,0,16,1,90,0
21143,0,0,0,0,0,0,9,0,0,0,0,1,1,12,6,0
21146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21147,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
21149,0,0,0,0,0,0,30,0,0,0,0,0,1,5,0,0
21150,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
21152,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0
21156,16,5,1,23,13,0,13,0,0,0,0,2,50,33,2,22
21157,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0
21158,0,0,0,0,0,0,49,0,0,0,0,0,0,2,0,0
21159,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
21162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
21165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21166,0,0,0,0,0,0,55,0,0,0,0,0,1,0,0,0
21169,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
21170,0,0,0,4,0,0,84,0,0,0,0,0,1,11,14,0
21172,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
21173,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
21174,3,9,5,6,7,0,2,0,0,0,0,0,18,10,402,712
21175,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
21180,0,0,0,0,0,0,64,0,0,0,0,0,7,20,1,0
21181,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
21182,0,0,0,0,0,0,21,0,0,0,0,0,0,7,0,0
21184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21191,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
21192,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
21195,0,0,0,0,0,0,41,0,0,0,0,0,0,3,0,1
21196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21197,0,0,0,4,0,0,179,0,0,0,0,0,6,7,2,1
21198,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
21201,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
21202,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
21207,0,1,0,1,0,0,0,0,0,0,0,3,1,9,0,8
21208,0,0,0,0,0,0,118,0,0,0,0,0,3,5,2,1
